,name,count
1288,autogpts.autogpt.autogpt.core.agent.simple._prune_empty_dicts-dict.items,86
1289,autogpts.autogpt.autogpt.core.agent.simple._prune_empty_dicts-dict.__setitem__,86
1290,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.provision_agent-datetime.datetime.now,86
1291,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.provision_agent-autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._get_system_instance,86
1292,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.provision_agent-datetime.date.strftime,86
1293,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.from_workspace-dict.__getitem__,86
1294,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.from_workspace-autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._get_system_instance,86
1295,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.from_workspace-dict.__setitem__,86
1296,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.from_workspace-autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.__init__,86
1297,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.execute_next_ability-str.__eq__,86
1298,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.execute_next_ability-autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._update_tasks_and_memory,86
1299,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.determine_next_ability-autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._evaluate_task_and_add_context,86
1300,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.determine_next_ability-autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._choose_next_ability,86
1301,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.determine_next_ability-logging.Logger.info,86
1302,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.determine_agent_name_and_goals-autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._get_system_instance,86
1303,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.determine_agent_name_and_goals-logging.Logger.debug,86
1304,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.compile_settings-dict.__setitem__,86
1305,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.compile_settings-dict.__getitem__,86
1306,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.compile_settings-dict.get,86
1307,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.compile_settings-logging.Logger.debug,86
1308,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.build_user_configuration-dict.__setitem__,86
1309,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.build_user_configuration-dict.__getitem__,86
1310,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._get_system_instance-logging.Logger.getChild,86
1311,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._evaluate_task_and_add_context-logging.Logger.debug,86
1312,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._choose_next_ability-logging.Logger.debug,86
1313,autogpts.autogpt.autogpt.core.agent.simple.AgentSettings.update_agent_name_and_goals-dict.__getitem__,86
1314,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.register_ability-dict.__setitem__,86
1315,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.register_ability-logging.Logger.getChild,86
1316,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.perform-autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.get_ability,86
1317,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.get_ability-BaseException.__init__,86
1318,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.__init__-autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.register_ability,86
1319,autogpts.autogpt.autogpt.core.ability.schema.AbilityResult.summary-dict.items,86
1320,autogpts.autogpt.autogpt.core.ability.schema.AbilityResult.summary-str.join,86
1321,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.WriteFile._check_preconditions-BaseException.__str__,86
1322,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.WriteFile.__call__-BaseException.__str__,86
1323,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.WriteFile.__call__-io.TextIOWrapper.__enter__,86
1324,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.WriteFile.__call__-autogpts.autogpt.autogpt.core.ability.builtins.file_operations.WriteFile._check_preconditions,86
1325,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.WriteFile.__call__-io.TextIOBase.write,86
1326,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.ReadFile._check_preconditions-BaseException.__str__,86
1327,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.ReadFile.__call__-autogpts.autogpt.autogpt.core.ability.builtins.file_operations.ReadFile._check_preconditions,86
1328,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.ReadFile.__call__-BaseException.__str__,86
1329,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.ReadFile.__call__-str.join,86
1330,autogpts.autogpt.autogpt.config.config._safe_split-str.split,86
1331,autogpts.autogpt.autogpt.config.config.ConfigBuilder.load_azure_config-io.TextIOWrapper.__enter__,86
1332,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-contextlib.suppress.__init__,86
1333,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-dict.__getitem__,86
1334,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-typing.MutableMapping.update,86
1335,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-dict.__setitem__,86
1336,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-object.__eq__,86
1337,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-int.__new__,86
1338,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-contextlib.AbstractContextManager.__enter__,86
1339,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-autogpts.autogpt.autogpt.config.config.ConfigBuilder.load_azure_config,86
1340,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-pathlib.PurePath.__truediv__,86
1341,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-float.__new__,86
1342,autogpts.autogpt.autogpt.config.config.ConfigBuilder.build_config_from_env-dict.items,86
1343,autogpts.autogpt.autogpt.config.config.Config.validate_plugins-str.__ne__,86
1344,autogpts.autogpt.autogpt.config.config.Config.validate_openai_functions-dict.__getitem__,86
1345,autogpts.autogpt.autogpt.config.config.Config.get_openai_credentials-autogpts.autogpt.autogpt.config.config.Config.get_azure_credentials,86
1346,autogpts.autogpt.autogpt.config.config.Config.get_openai_credentials-typing.MutableMapping.update,86
1347,autogpts.autogpt.autogpt.config.config.Config.get_azure_credentials-str.startswith,86
1348,autogpts.autogpt.autogpt.config.config.Config.get_azure_credentials-dict.__setitem__,86
1349,autogpts.autogpt.autogpt.config.config.Config.get_azure_credentials-str.__eq__,86
1350,autogpts.autogpt.autogpt.config.ai_directives.AIDirectives.from_file-io.TextIOWrapper.__enter__,86
1351,autogpts.autogpt.autogpt.commands.web_search.web_search-int.__ge__,86
1352,autogpts.autogpt.autogpt.commands.web_search.web_search-int.__add__,86
1353,autogpts.autogpt.autogpt.commands.web_search.web_search-list.__init__,86
1354,autogpts.autogpt.autogpt.commands.web_search.web_search-itertools.islice.__init__,86
1355,autogpts.autogpt.autogpt.commands.web_search.safe_google_results-bytes.decode,86
1356,autogpts.autogpt.autogpt.commands.web_search.safe_google_results-str.encode,86
1357,autogpts.autogpt.autogpt.commands.times.get_datetime-datetime.datetime.now,86
1358,autogpts.autogpt.autogpt.commands.times.get_datetime-str.__add__,86
1359,autogpts.autogpt.autogpt.commands.times.get_datetime-datetime.date.strftime,86
1360,autogpts.autogpt.autogpt.commands.system.close_context_item-int.__gt__,86
1361,autogpts.autogpt.autogpt.commands.system.close_context_item-int.__eq__,86
1362,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-object.__init__,86
1363,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.read_file,86
1364,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.__init__,86
1365,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-dict.get,86
1366,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-str.lower,86
1367,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-pathlib.Path.exists,86
1368,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-pathlib.Path.is_file,86
1369,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-tuple.__getitem__,86
1370,autogpts.autogpt.autogpt.commands.file_operations_utils.read_textual_file-pathlib.PurePath.is_absolute,86
1371,autogpts.autogpt.autogpt.commands.file_operations_utils.is_file_binary_fn-io.BufferedReader.__enter__,86
1372,autogpts.autogpt.autogpt.commands.file_operations_utils.is_file_binary_fn-io.BufferedIOBase.read,86
1373,autogpts.autogpt.autogpt.commands.file_operations_utils.is_file_binary_fn-bytes.__contains__,86
1374,autogpts.autogpt.autogpt.commands.file_operations_utils.YAMLParser.read-io.TextIOWrapper.__enter__,86
1375,autogpts.autogpt.autogpt.commands.file_operations_utils.XMLParser.read-io.TextIOWrapper.__enter__,86
1376,autogpts.autogpt.autogpt.commands.file_operations_utils.XMLParser.read-bs4.BeautifulSoup.__init__,86
1377,autogpts.autogpt.autogpt.commands.file_operations_utils.XMLParser.read-bs4.element.PageElement.get_text,86
1378,autogpts.autogpt.autogpt.commands.file_operations_utils.TXTParser.read-charset_normalizer.models.CharsetMatch.encoding,86
1379,autogpts.autogpt.autogpt.commands.file_operations_utils.TXTParser.read-charset_normalizer.models.CharsetMatches.best,86
1380,autogpts.autogpt.autogpt.commands.file_operations_utils.TXTParser.read-object.__repr__,86
1381,autogpts.autogpt.autogpt.commands.file_operations_utils.PDFParser.read-range.__init__,86
1382,autogpts.autogpt.autogpt.commands.file_operations_utils.PDFParser.read-str.__add__,86
1383,autogpts.autogpt.autogpt.commands.file_operations_utils.MarkdownParser.read-bs4.BeautifulSoup.__init__,86
1384,autogpts.autogpt.autogpt.commands.file_operations_utils.MarkdownParser.read-io.TextIOWrapper.__enter__,86
1385,autogpts.autogpt.autogpt.commands.file_operations_utils.MarkdownParser.read-io.TextIOBase.read,86
1386,autogpts.autogpt.autogpt.commands.file_operations_utils.MarkdownParser.read-str.join,86
1387,autogpts.autogpt.autogpt.commands.file_operations_utils.LaTeXParser.read-io.TextIOWrapper.__enter__,86
1388,autogpts.autogpt.autogpt.commands.file_operations_utils.LaTeXParser.read-io.TextIOBase.read,86
1389,autogpts.autogpt.autogpt.commands.file_operations_utils.JSONParser.read-io.TextIOWrapper.__enter__,86
1390,autogpts.autogpt.autogpt.commands.file_operations_utils.HTMLParser.read-io.TextIOWrapper.__enter__,86
1391,autogpts.autogpt.autogpt.commands.file_operations_utils.HTMLParser.read-bs4.BeautifulSoup.__init__,86
1392,autogpts.autogpt.autogpt.commands.file_operations_utils.HTMLParser.read-bs4.element.PageElement.get_text,86
1393,autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.set_parser-logging.Logger.debug,86
1394,autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.read_file-logging.Logger.debug,86
1395,autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.read_file-autogpts.autogpt.autogpt.commands.file_operations_utils.ParserStrategy.read,86
1396,autogpts.autogpt.autogpt.commands.file_operations_utils.DOCXParser.read-str.__add__,86
1397,autogpts.autogpt.autogpt.commands.file_operations.write_to_file-pathlib.PurePath.name,86
1398,autogpts.autogpt.autogpt.commands.file_operations.text_checksum-hashlib._Hash.hexdigest,86
1399,autogpts.autogpt.autogpt.commands.file_operations.text_checksum-str.encode,86
1400,autogpts.autogpt.autogpt.commands.file_operations.operations_from_log-tuple.__contains__,86
1401,autogpts.autogpt.autogpt.commands.file_operations.operations_from_log-str.strip,86
1402,autogpts.autogpt.autogpt.commands.file_operations.operations_from_log-str.split,86
1403,autogpts.autogpt.autogpt.commands.file_operations.operations_from_log-io.IOBase.close,86
1404,autogpts.autogpt.autogpt.commands.file_operations.operations_from_log-str.rsplit,86
1405,autogpts.autogpt.autogpt.commands.file_operations.operations_from_log-str.__eq__,86
1406,autogpts.autogpt.autogpt.commands.file_operations.operations_from_log-str.replace,86
1407,autogpts.autogpt.autogpt.commands.file_operations.log_operation-pathlib.PurePath.relative_to,86
1408,autogpts.autogpt.autogpt.commands.file_operations.log_operation-contextlib.suppress.__init__,86
1409,autogpts.autogpt.autogpt.commands.file_operations.log_operation-contextlib.AbstractContextManager.__enter__,86
1410,autogpts.autogpt.autogpt.commands.file_operations.log_operation-str.__add__,86
1411,autogpts.autogpt.autogpt.commands.file_operations.list_folder-str.startswith,86
1412,autogpts.autogpt.autogpt.commands.file_operations.list_folder-list.append,86
1413,autogpts.autogpt.autogpt.commands.file_operations.is_duplicate_operation-pathlib.PurePath.relative_to,86
1414,autogpts.autogpt.autogpt.commands.file_operations.is_duplicate_operation-object.__repr__,86
1415,autogpts.autogpt.autogpt.commands.file_operations.is_duplicate_operation-contextlib.suppress.__init__,86
1416,autogpts.autogpt.autogpt.commands.file_operations.is_duplicate_operation-typing.Mapping.__contains__,86
1417,autogpts.autogpt.autogpt.commands.file_operations.is_duplicate_operation-dict.get,86
1418,autogpts.autogpt.autogpt.commands.file_operations.is_duplicate_operation-object.__eq__,86
1419,autogpts.autogpt.autogpt.commands.file_operations.is_duplicate_operation-contextlib.AbstractContextManager.__enter__,86
1420,autogpts.autogpt.autogpt.commands.file_operations.file_operations_state-tuple.__contains__,86
1421,autogpts.autogpt.autogpt.commands.file_operations.file_operations_state-dict.__getitem__,86
1422,autogpts.autogpt.autogpt.commands.file_operations.file_operations_state-dict.__setitem__,86
1423,autogpts.autogpt.autogpt.commands.file_operations.append_to_file-io.TextIOWrapper.__enter__,86
1424,autogpts.autogpt.autogpt.commands.file_operations.append_to_file-io.TextIOBase.write,86
1425,autogpts.autogpt.autogpt.commands.file_operations.append_to_file-io.TextIOBase.read,86
1426,autogpts.autogpt.autogpt.commands.file_context.open_folder-BaseException.__init__,86
1427,autogpts.autogpt.autogpt.commands.file_context.open_folder-pathlib.PurePath.relative_to,86
1428,autogpts.autogpt.autogpt.commands.file_context.open_folder-pathlib.Path.is_dir,86
1429,autogpts.autogpt.autogpt.commands.file_context.open_folder-contextlib.suppress.__init__,86
1430,autogpts.autogpt.autogpt.commands.file_context.open_folder-pathlib.Path.exists,86
1431,autogpts.autogpt.autogpt.commands.file_context.open_folder-contextlib.AbstractContextManager.__enter__,86
1432,autogpts.autogpt.autogpt.commands.file_context.open_file-pathlib.PurePath.relative_to,86
1433,autogpts.autogpt.autogpt.commands.file_context.open_file-contextlib.suppress.__init__,86
1434,autogpts.autogpt.autogpt.commands.file_context.open_file-pathlib.Path.exists,86
1435,autogpts.autogpt.autogpt.commands.file_context.open_file-pathlib.Path.is_file,86
1436,autogpts.autogpt.autogpt.commands.file_context.open_file-contextlib.AbstractContextManager.__enter__,86
1437,autogpts.autogpt.autogpt.commands.file_context.open_file-pathlib.Path.touch,86
1438,autogpts.autogpt.autogpt.commands.execute_code.validate_command-str.split,86
1439,autogpts.autogpt.autogpt.commands.execute_code.validate_command-list.__getitem__,86
1440,autogpts.autogpt.autogpt.commands.execute_code.execute_shell_popen-pathlib.PurePath.is_relative_to,86
1441,autogpts.autogpt.autogpt.commands.execute_code.execute_shell_popen-object.__repr__,86
1442,autogpts.autogpt.autogpt.commands.execute_code.execute_shell_popen-subprocess.Popen.__init__,86
1443,autogpts.autogpt.autogpt.commands.execute_code.execute_shell_popen-pathlib.Path.cwd,86
1444,autogpts.autogpt.autogpt.commands.execute_code.execute_shell-pathlib.PurePath.is_relative_to,86
1445,autogpts.autogpt.autogpt.commands.execute_code.execute_shell-pathlib.Path.cwd,86
1446,autogpts.autogpt.autogpt.commands.execute_code.execute_shell-bytes.decode,86
1447,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-BaseException.__init__,86
1448,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-str.split,86
1449,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-str.endswith,86
1450,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-pathlib.PurePath.relative_to,86
1451,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-object.__repr__,86
1452,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-int.__eq__,86
1453,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-list.__add__,86
1454,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-pathlib.PurePath.as_posix,86
1455,autogpts.autogpt.autogpt.commands.execute_code.execute_python_file-pathlib.Path.is_file,86
1456,autogpts.autogpt.autogpt.commands.execute_code.execute_python_code-tempfile._TemporaryFileWrapper.write,86
1457,autogpts.autogpt.autogpt.commands.execute_code.execute_python_code-tempfile._TemporaryFileWrapper.flush,86
1458,autogpts.autogpt.autogpt.commands.execute_code.execute_python_code-tempfile._TemporaryFileWrapper.close,86
1459,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-int.__gt__,86
1460,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-dict.__setitem__,86
1461,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-list.__init__,86
1462,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-set.__contains__,86
1463,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-list.__setitem__,86
1464,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-tuple.__getitem__,86
1465,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-tuple.__new__,86
1466,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-BaseException.__init__,86
1467,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-typing.Mapping.__contains__,86
1468,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator.wrapper-dict.get,86
1469,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator-dict.keys,86
1470,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator-BaseException.__init__,86
1471,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator-list.__init__,86
1472,autogpts.autogpt.autogpt.commands.decorators.sanitize_path_arg.decorator-list.index,86
1473,autogpts.autogpt.autogpt.app.utils.markdown_to_ansi_style-str.startswith,86
1474,autogpts.autogpt.autogpt.app.utils.markdown_to_ansi_style-str.split,86
1475,autogpts.autogpt.autogpt.app.utils.markdown_to_ansi_style-str.join,86
1476,autogpts.autogpt.autogpt.app.utils.markdown_to_ansi_style-list.append,86
1477,autogpts.autogpt.autogpt.app.utils.get_latest_bulletin-str.__add__,86
1478,autogpts.autogpt.autogpt.app.utils.get_latest_bulletin-io.TextIOBase.write,86
1479,autogpts.autogpt.autogpt.app.utils.get_latest_bulletin-io.TextIOBase.read,86
1480,autogpts.autogpt.autogpt.app.utils.get_current_git_branch-git.repo.base.Repo.__init__,86
1481,autogpts.autogpt.autogpt.app.utils.get_current_git_branch-git.refs.reference.Reference.name,86
1482,autogpts.autogpt.autogpt.app.utils.get_current_git_branch-git.repo.base.Repo.active_branch,86
1483,autogpts.autogpt.autogpt.app.utils.get_bulletin_from_web-requests.models.Response.text,86
1484,autogpts.autogpt.autogpt.app.utils.get_bulletin_from_web-int.__eq__,86
1485,autogpts.autogpt.autogpt.app.utils.clean_input-list.__contains__,86
1486,autogpts.autogpt.autogpt.app.spinner.Spinner.stop-typing.IO.flush,86
1487,autogpts.autogpt.autogpt.app.spinner.Spinner.stop-int.__add__,86
1488,autogpts.autogpt.autogpt.app.spinner.Spinner.stop-typing.IO.write,86
1489,autogpts.autogpt.autogpt.app.spinner.Spinner.stop-str.__mul__,86
1490,autogpts.autogpt.autogpt.app.spinner.Spinner.start-threading.Thread.start,86
1491,autogpts.autogpt.autogpt.app.spinner.Spinner.start-threading.Thread.__init__,86
1492,autogpts.autogpt.autogpt.app.spinner.Spinner.spin-autogpts.autogpt.autogpt.app.spinner.Spinner.print_message,86
1493,autogpts.autogpt.autogpt.app.spinner.Spinner.print_message-typing.IO.flush,86
1494,autogpts.autogpt.autogpt.app.spinner.Spinner.print_message-int.__add__,86
1495,autogpts.autogpt.autogpt.app.spinner.Spinner.print_message-typing.IO.write,86
1496,autogpts.autogpt.autogpt.app.spinner.Spinner.print_message-str.__mul__,86
1497,autogpts.autogpt.autogpt.app.spinner.Spinner.__init__-itertools.cycle.__init__,86
1498,autogpts.autogpt.autogpt.app.spinner.Spinner.__exit__-autogpts.autogpt.autogpt.app.spinner.Spinner.stop,86
1499,autogpts.autogpt.autogpt.app.spinner.Spinner.__enter__-autogpts.autogpt.autogpt.app.spinner.Spinner.start,86
1500,autogpts.autogpt.autogpt.app.main.update_user-logging.Logger.info,86
1501,autogpts.autogpt.autogpt.app.main.run_interaction_loop.graceful_agent_interrupt-list.__contains__,86
1502,autogpts.autogpt.autogpt.app.main.run_interaction_loop-float.__le__,86
1503,autogpts.autogpt.autogpt.app.main.run_interaction_loop-int.__gt__,86
1504,autogpts.autogpt.autogpt.app.main.run_interaction_loop-float.__ne__,86
1505,autogpts.autogpt.autogpt.app.main.run_interaction_loop-float.__eq__,86
1506,autogpts.autogpt.autogpt.app.main.run_interaction_loop-logging.Logger.error,86
1507,autogpts.autogpt.autogpt.app.main.run_interaction_loop-float.__gt__,86
1508,autogpts.autogpt.autogpt.app.main.run_interaction_loop-float.__sub__,86
1509,autogpts.autogpt.autogpt.app.main.run_interaction_loop-float.__add__,86
1510,autogpts.autogpt.autogpt.app.main.run_interaction_loop-int.__rsub__,86
1511,autogpts.autogpt.autogpt.app.main.run_interaction_loop-int.__ne__,86
1512,autogpts.autogpt.autogpt.app.main.run_interaction_loop-logging.Logger.warn,86
1513,autogpts.autogpt.autogpt.app.main.run_interaction_loop-int.__le__,86
1514,autogpts.autogpt.autogpt.app.main.run_interaction_loop-str.__eq__,86
1515,autogpts.autogpt.autogpt.app.main.run_interaction_loop-logging.Logger.info,86
1516,autogpts.autogpt.autogpt.app.main.run_interaction_loop-int.__eq__,86
1517,autogpts.autogpt.autogpt.app.main.run_interaction_loop-logging.Logger.debug,86
1518,autogpts.autogpt.autogpt.app.main.run_interaction_loop-int.__ge__,86
1519,autogpts.autogpt.autogpt.app.main.run_interaction_loop-int.__add__,86
1520,autogpts.autogpt.autogpt.app.main.run_auto_gpt-logging.Logger.warn,86
1521,autogpts.autogpt.autogpt.app.main.run_auto_gpt-logging.Logger.info,86
1522,autogpts.autogpt.autogpt.app.main.run_auto_gpt-str.__add__,86
1523,autogpts.autogpt.autogpt.app.main.remove_ansi_escape-str.replace,86
1524,autogpts.autogpt.autogpt.app.main.print_assistant_thoughts-str.split,86
1525,autogpts.autogpt.autogpt.app.main.print_assistant_thoughts-str.upper,86
1526,autogpts.autogpt.autogpt.app.main.print_assistant_thoughts-logging.Logger.info,86
1527,autogpts.autogpt.autogpt.app.main.print_assistant_thoughts-str.lstrip,86
1528,autogpts.autogpt.autogpt.app.main.print_assistant_thoughts-str.strip,86
1529,autogpts.autogpt.autogpt.app.main.print_assistant_thoughts-dict.get,86
1530,autogpts.autogpt.autogpt.app.main.get_user_feedback-logging.Logger.warn,86
1531,autogpts.autogpt.autogpt.app.main.get_user_feedback-int.__new__,86
1532,autogpts.autogpt.autogpt.app.main.get_user_feedback-list.__contains__,86
1533,autogpts.autogpt.autogpt.app.main.get_user_feedback-logging.Logger.info,86
1534,autogpts.autogpt.autogpt.app.main.get_user_feedback-int.__abs__,86
1535,autogpts.autogpt.autogpt.agents.utils.exceptions.AgentException.__init__-BaseException.__init__,86
1536,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.response_format_instruction-BaseException.__init__,86
1537,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.parse_and_process_response-str.join,86
1538,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.parse_and_process_response-str.__add__,86
1539,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.execute-autogpts.autogpt.autogpt.agents.base.BaseAgent.llm,86
1540,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.execute-str.__eq__,86
1541,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.construct_base_prompt-dict.__setitem__,86
1542,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.construct_base_prompt-str.join,86
1543,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.construct_base_prompt-enumerate.__init__,86
1544,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.construct_base_prompt-list.append,86
1545,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.construct_base_prompt-BaseException.__init__,86
1546,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.construct_base_prompt-list.__iadd__,86
1547,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.construct_base_prompt-autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered,86
1548,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.construct_base_prompt-dict.get,86
1549,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.__init__-datetime.datetime.now,86
1550,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.__init__-autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__,86
1551,autogpts.autogpt.autogpt.agents.planning_agent.PlanningAgent.__init__-datetime.date.strftime,86
1552,autogpts.autogpt.autogpt.agents.features.watchdog.WatchdogMixin.__init__-object.__init__,86
1553,autogpts.autogpt.autogpt.agents.features.watchdog.WatchdogMixin.__init__-BaseException.__init__,86
1554,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__-object.__init__,86
1555,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__-autogpts.autogpt.autogpt.agents.features.context.AgentContext.__init__,86
1556,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered-str.join,86
1557,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered-enumerate.__init__,86
1558,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered-enumerate.__next__,86
1559,autogpts.autogpt.autogpt.agents.features.context.AgentContext.close-int.__sub__,86
1560,autogpts.autogpt.autogpt.agents.features.context.AgentContext.__bool__-int.__gt__,86
1561,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_response-autogpts.autogpt.autogpt.agents.base.BaseAgent.parse_and_process_response,86
1562,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_before_think-int.__sub__,86
1563,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_before_think-enumerate.__init__,86
1564,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_before_think-enumerate.__next__,86
1565,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_before_think-autogpts.autogpt.autogpt.agents.base.BaseAgent.llm,86
1566,autogpts.autogpt.autogpt.agents.base.BaseAgent.__init__-object.__init__,86
1567,autogpts.autogpt.autogpt.agents.agent.execute_command-BaseException.__str__,86
1568,autogpts.autogpt.autogpt.agents.agent.execute_command-str.lower,86
1569,autogpts.autogpt.autogpt.agents.agent.execute_command-str.__eq__,86
1570,autogpts.autogpt.autogpt.agents.agent.Agent.execute-tuple.__getitem__,86
