,name,count,func
18060,Matlan1,3,list.index
18061,Matlan1,3,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location
18062,Matlan1,3,object.__new__
18063,Matlan1,3,queue.Queue.__init__
18064,Matlan1,3,argparse._ActionsContainer.add_argument
18065,Matlan1,3,float.__le__
18066,Matlan1,3,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.debug
18067,Matlan1,3,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.logger_file
18068,Matlan1,3,io.BufferedReader.__enter__
18069,Matlan1,3,io.BufferedIOBase.read
18070,Matlan1,3,autogpts.forge.forge.sdk.workspace.LocalWorkspace.__init__
18071,Matlan1,3,sqlalchemy.orm.query.Query.limit
18072,Matlan1,3,sqlalchemy.orm.query.Query.offset
18073,Matlan1,3,sqlalchemy.orm.query.Query.count
18074,Matlan1,3,sqlalchemy.orm.query.Query.filter
18075,Matlan1,3,tempfile._TemporaryFileWrapper.close
18076,Matlan1,3,tempfile._TemporaryFileWrapper.flush
18077,Matlan1,3,autogpts.autogpt.autogpt.workspace.workspace.Workspace._sanitize_path
18078,Matlan1,3,pathlib.PurePath.is_absolute
18079,Matlan1,3,requests.models.Response.content
18080,Matlan1,3,str.rstrip
18081,Matlan1,3,autogpts.autogpt.autogpt.models.action_history.EpisodicActionHistory.current_episode
18082,Matlan1,3,typing.Sequence.__getitem__
18083,Matlan1,3,typing.MutableMapping.update
18084,Matlan1,3,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.save_index
18085,Matlan1,3,logging.Logger.getChild
18086,Matlan1,3,autogpts.autogpt.autogpt.core.planning.simple.SimplePlanner.chat_with_model
18087,Matlan1,3,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._get_system_instance
18088,Matlan1,3,autogpts.autogpt.autogpt.agents.base.BaseAgent.send_token_limit
18089,b2ktortechnik,3,datetime.datetime.isoformat
18090,b2ktortechnik,3,str.rsplit
18091,b2ktortechnik,3,list.pop
18092,b2ktortechnik,3,AttributeError.__init__
18093,b2ktortechnik,3,list.index
18094,b2ktortechnik,3,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location
18095,b2ktortechnik,3,int.__ne__
18096,b2ktortechnik,3,object.__new__
18097,b2ktortechnik,3,queue.Queue.__init__
18098,b2ktortechnik,3,argparse._ActionsContainer.add_argument
18099,b2ktortechnik,3,float.__le__
18100,b2ktortechnik,3,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.debug
18101,b2ktortechnik,3,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.logger_file
18102,b2ktortechnik,3,io.BufferedReader.__enter__
18103,b2ktortechnik,3,io.BufferedIOBase.read
18104,b2ktortechnik,3,autogpts.forge.forge.sdk.workspace.LocalWorkspace.__init__
18105,b2ktortechnik,3,sqlalchemy.orm.query.Query.limit
18106,b2ktortechnik,3,sqlalchemy.orm.query.Query.offset
18107,b2ktortechnik,3,sqlalchemy.orm.query.Query.count
18108,b2ktortechnik,3,sqlalchemy.orm.query.Query.filter
18109,b2ktortechnik,3,tempfile._TemporaryFileWrapper.close
18110,b2ktortechnik,3,tempfile._TemporaryFileWrapper.flush
18111,b2ktortechnik,3,pathlib.Path.glob
18112,b2ktortechnik,3,requests.models.Response.content
18113,b2ktortechnik,3,str.rstrip
18114,b2ktortechnik,3,autogpts.autogpt.autogpt.models.action_history.EpisodicActionHistory.current_episode
18115,b2ktortechnik,3,typing.Sequence.__getitem__
18116,b2ktortechnik,3,typing.MutableMapping.update
18117,b2ktortechnik,3,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.save_index
18118,b2ktortechnik,3,autogpts.autogpt.autogpt.file_workspace.file_workspace.FileWorkspace.root
18119,b2ktortechnik,3,autogpts.autogpt.autogpt.file_workspace.file_workspace.FileWorkspace.get_path
18120,b2ktortechnik,3,pathlib.PurePath.joinpath
18121,b2ktortechnik,3,logging.Logger.getChild
18122,b2ktortechnik,3,autogpts.autogpt.autogpt.core.planning.simple.SimplePlanner.chat_with_model
18123,b2ktortechnik,3,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._get_system_instance
18124,b2ktortechnik,3,autogpts.autogpt.autogpt.agents.base.BaseAgent.send_token_limit
18125,Bentlybro,3,datetime.datetime.isoformat
18126,Bentlybro,3,str.rsplit
18127,Bentlybro,3,list.pop
18128,Bentlybro,3,AttributeError.__init__
18129,Bentlybro,3,list.index
18130,Bentlybro,3,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location
18131,Bentlybro,3,object.__new__
18132,Bentlybro,3,queue.Queue.__init__
18133,Bentlybro,3,argparse._ActionsContainer.add_argument
18134,Bentlybro,3,float.__le__
18135,Bentlybro,3,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.debug
18136,Bentlybro,3,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.logger_file
18137,Bentlybro,3,io.BufferedReader.__enter__
18138,Bentlybro,3,io.BufferedIOBase.read
18139,Bentlybro,3,autogpts.forge.forge.sdk.workspace.LocalWorkspace.__init__
18140,Bentlybro,3,sqlalchemy.orm.query.Query.limit
18141,Bentlybro,3,sqlalchemy.orm.query.Query.all
18142,Bentlybro,3,sqlalchemy.orm.query.Query.offset
18143,Bentlybro,3,sqlalchemy.orm.query.Query.count
18144,Bentlybro,3,sqlalchemy.orm.session.Session.refresh
18145,Bentlybro,3,sqlalchemy.orm.session.Session.add
18146,Bentlybro,3,tempfile._TemporaryFileWrapper.close
18147,Bentlybro,3,tempfile._TemporaryFileWrapper.flush
18148,Bentlybro,3,autogpts.autogpt.autogpt.workspace.workspace.Workspace._sanitize_path
18149,Bentlybro,3,pathlib.PurePath.is_absolute
18150,Bentlybro,3,requests.models.Response.content
18151,Bentlybro,3,str.rstrip
18152,Bentlybro,3,autogpts.autogpt.autogpt.models.action_history.EpisodicActionHistory.current_episode
18153,Bentlybro,3,typing.Sequence.__getitem__
18154,Bentlybro,3,typing.MutableMapping.update
18155,Bentlybro,3,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.save_index
18156,Bentlybro,3,logging.Logger.setLevel
18157,Bentlybro,3,logging.Logger.getChild
18158,Bentlybro,3,autogpts.autogpt.autogpt.core.planning.simple.SimplePlanner.chat_with_model
18159,Bentlybro,3,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._get_system_instance
18160,Bentlybro,3,bs4.element.PageElement.get_text
18161,Bentlybro,3,autogpts.autogpt.autogpt.agents.base.BaseAgent.send_token_limit
18162,leehua03f3,3,datetime.datetime.isoformat
18163,leehua03f3,3,str.rsplit
18164,leehua03f3,3,list.pop
18165,leehua03f3,3,AttributeError.__init__
18166,leehua03f3,3,list.index
18167,leehua03f3,3,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location
18168,leehua03f3,3,object.__new__
18169,leehua03f3,3,queue.Queue.__init__
18170,leehua03f3,3,argparse._ActionsContainer.add_argument
18171,leehua03f3,3,float.__le__
18172,leehua03f3,3,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.debug
18173,leehua03f3,3,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.logger_file
18174,leehua03f3,3,io.BufferedReader.__enter__
18175,leehua03f3,3,io.BufferedIOBase.read
18176,leehua03f3,3,autogpts.forge.forge.sdk.workspace.LocalWorkspace.__init__
18177,leehua03f3,3,sqlalchemy.orm.query.Query.limit
18178,leehua03f3,3,sqlalchemy.orm.query.Query.all
18179,leehua03f3,3,sqlalchemy.orm.query.Query.offset
18180,leehua03f3,3,sqlalchemy.orm.query.Query.count
18181,leehua03f3,3,sqlalchemy.orm.session.Session.refresh
18182,leehua03f3,3,sqlalchemy.orm.session.Session.add
18183,leehua03f3,3,tempfile._TemporaryFileWrapper.close
18184,leehua03f3,3,tempfile._TemporaryFileWrapper.flush
18185,leehua03f3,3,autogpts.autogpt.autogpt.workspace.workspace.Workspace._sanitize_path
18186,leehua03f3,3,pathlib.PurePath.is_absolute
18187,leehua03f3,3,requests.models.Response.content
18188,leehua03f3,3,str.rstrip
18189,leehua03f3,3,autogpts.autogpt.autogpt.models.action_history.EpisodicActionHistory.current_episode
18190,leehua03f3,3,typing.Sequence.__getitem__
18191,leehua03f3,3,typing.MutableMapping.update
18192,leehua03f3,3,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.save_index
18193,leehua03f3,3,logging.Logger.setLevel
18194,leehua03f3,3,logging.Logger.getChild
18195,leehua03f3,3,autogpts.autogpt.autogpt.core.planning.simple.SimplePlanner.chat_with_model
18196,leehua03f3,3,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._get_system_instance
18197,leehua03f3,3,bs4.element.PageElement.get_text
18198,leehua03f3,3,autogpts.autogpt.autogpt.agents.base.BaseAgent.send_token_limit
18199,Gasiorrr,2,datetime.datetime.utcnow
18200,Gasiorrr,2,set.update
18201,Gasiorrr,2,typing.MutableSequence.clear
18202,Gasiorrr,2,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.name_to_nodeids
18203,Gasiorrr,2,set.__sub__
18204,Gasiorrr,2,typing.MutableMapping.setdefault
18205,Gasiorrr,2,float.__lt__
18206,Gasiorrr,2,numpy._ArrayOrScalarCommon.tolist
18207,Gasiorrr,2,float.__neg__
18208,Gasiorrr,2,zip.__next__
18209,Gasiorrr,2,matplotlib.text.Text.get_position
18210,Gasiorrr,2,matplotlib.text.Text.set_position
18211,Gasiorrr,2,zip.__new__
18212,Gasiorrr,2,os.DirEntry.is_dir
18213,Gasiorrr,2,os.DirEntry.path
18214,Gasiorrr,2,collections.deque.__init__
18215,Gasiorrr,2,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.all_ships_placed
18216,Gasiorrr,2,argparse.ArgumentParser.__init__
18217,Gasiorrr,2,argparse.ArgumentParser.parse_args
18218,Gasiorrr,2,unittest.case.TestCase.assertRaises
18219,Gasiorrr,2,unittest.case._AssertRaisesContext.__enter__
18220,Gasiorrr,2,float.__abs__
18221,Gasiorrr,2,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_from_settings
18222,Gasiorrr,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.sanitize_for_serialization
18223,Gasiorrr,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize
18224,Gasiorrr,2,autogpts.forge.forge.sdk.workspace.LocalWorkspace.write
18225,Gasiorrr,2,logging.handlers.QueueHandler.__init__
18226,Gasiorrr,2,logging.Logger.__init__
18227,Gasiorrr,2,logging.Formatter.format
18228,Gasiorrr,2,autogpts.forge.forge.sdk.db.AgentDB.get_step
18229,Gasiorrr,2,sqlalchemy.orm.query.Query.options
18230,Gasiorrr,2,logging.Logger.warning
18231,Gasiorrr,2,str.splitlines
18232,Gasiorrr,2,bs4.element.Tag.find_all
18233,Gasiorrr,2,itertools.islice.__init__
18234,Gasiorrr,2,sqlalchemy.orm.query.Query.order_by
18235,Gasiorrr,2,urllib.parse._NetlocResultMixinBase.hostname
18236,Gasiorrr,2,PIL.Image.Image.__enter__
18237,Gasiorrr,2,zipfile.ZipFile.__init__
18238,Gasiorrr,2,zipfile.ZipFile.namelist
18239,Gasiorrr,2,pathlib.Path.glob
18240,Gasiorrr,2,zipfile.ZipFile.__enter__
18241,Gasiorrr,2,logging.FileHandler.__init__
18242,Gasiorrr,2,pathlib.PurePath.joinpath
18243,Gasiorrr,2,list.__setitem__
18244,Gasiorrr,2,autogpts.autogpt.autogpt.models.context_item.FolderContextItem.path
18245,Gasiorrr,2,pathlib.PurePath.name
18246,Gasiorrr,2,int.__neg__
18247,Gasiorrr,2,autogpts.autogpt.autogpt.models.action_history.Action.format_call
18248,Gasiorrr,2,logging.Logger.log
18249,Gasiorrr,2,logging.Filter.__init__
18250,Gasiorrr,2,logging.Filterer.addFilter
18251,Gasiorrr,2,float.__pow__
18252,Gasiorrr,2,pathlib.Path.touch
18253,Gasiorrr,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_dict
18254,Gasiorrr,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.typescript_type
18255,Gasiorrr,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.from_dict
18256,Gasiorrr,2,str.upper
18257,Gasiorrr,2,pathlib.Path.read_text
18258,Gasiorrr,2,PIL.Image.Image.save
18259,Gasiorrr,2,requests.models.Response.text
18260,Gasiorrr,2,typing.IO.flush
18261,Gasiorrr,2,typing.IO.write
18262,Gasiorrr,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered
18263,Gasiorrr,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__
18264,Gasiorrr,2,int.__floordiv__
18265,Gasiorrr,2,autogpts.autogpt.autogpt.agents.utils.exceptions.AgentException.__init__
18266,JGuiraud,2,datetime.datetime.utcnow
18267,JGuiraud,2,set.update
18268,JGuiraud,2,typing.MutableSequence.clear
18269,JGuiraud,2,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.name_to_nodeids
18270,JGuiraud,2,set.__sub__
18271,JGuiraud,2,typing.MutableMapping.setdefault
18272,JGuiraud,2,float.__lt__
18273,JGuiraud,2,numpy._ArrayOrScalarCommon.tolist
18274,JGuiraud,2,float.__neg__
18275,JGuiraud,2,zip.__next__
18276,JGuiraud,2,matplotlib.text.Text.get_position
18277,JGuiraud,2,matplotlib.text.Text.set_position
18278,JGuiraud,2,zip.__new__
18279,JGuiraud,2,os.DirEntry.is_dir
18280,JGuiraud,2,os.DirEntry.path
18281,JGuiraud,2,collections.deque.__init__
18282,JGuiraud,2,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.all_ships_placed
18283,JGuiraud,2,argparse.ArgumentParser.__init__
18284,JGuiraud,2,argparse.ArgumentParser.parse_args
18285,JGuiraud,2,unittest.case.TestCase.assertRaises
18286,JGuiraud,2,unittest.case._AssertRaisesContext.__enter__
18287,JGuiraud,2,float.__abs__
18288,JGuiraud,2,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_from_settings
18289,JGuiraud,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.sanitize_for_serialization
18290,JGuiraud,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize
18291,JGuiraud,2,autogpts.forge.forge.sdk.workspace.LocalWorkspace.write
18292,JGuiraud,2,logging.handlers.QueueHandler.__init__
18293,JGuiraud,2,logging.Logger.__init__
18294,JGuiraud,2,logging.Formatter.format
18295,JGuiraud,2,autogpts.forge.forge.sdk.db.AgentDB.get_step
18296,JGuiraud,2,sqlalchemy.orm.query.Query.options
18297,JGuiraud,2,logging.Logger.warning
18298,JGuiraud,2,str.splitlines
18299,JGuiraud,2,bs4.element.Tag.find_all
18300,JGuiraud,2,itertools.islice.__init__
18301,JGuiraud,2,sqlalchemy.orm.query.Query.order_by
18302,JGuiraud,2,urllib.parse._NetlocResultMixinBase.hostname
18303,JGuiraud,2,PIL.Image.Image.__enter__
18304,JGuiraud,2,zipfile.ZipFile.__init__
18305,JGuiraud,2,zipfile.ZipFile.namelist
18306,JGuiraud,2,pathlib.Path.glob
18307,JGuiraud,2,zipfile.ZipFile.__enter__
18308,JGuiraud,2,logging.FileHandler.__init__
18309,JGuiraud,2,pathlib.PurePath.joinpath
18310,JGuiraud,2,list.__setitem__
18311,JGuiraud,2,autogpts.autogpt.autogpt.models.context_item.FolderContextItem.path
18312,JGuiraud,2,pathlib.PurePath.name
18313,JGuiraud,2,int.__neg__
18314,JGuiraud,2,autogpts.autogpt.autogpt.models.action_history.Action.format_call
18315,JGuiraud,2,logging.Logger.log
18316,JGuiraud,2,logging.Filter.__init__
18317,JGuiraud,2,logging.Filterer.addFilter
18318,JGuiraud,2,float.__pow__
18319,JGuiraud,2,pathlib.Path.touch
18320,JGuiraud,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_dict
18321,JGuiraud,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.typescript_type
18322,JGuiraud,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.from_dict
18323,JGuiraud,2,str.upper
18324,JGuiraud,2,pathlib.Path.read_text
18325,JGuiraud,2,PIL.Image.Image.save
18326,JGuiraud,2,requests.models.Response.text
18327,JGuiraud,2,typing.IO.flush
18328,JGuiraud,2,typing.IO.write
18329,JGuiraud,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered
18330,JGuiraud,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__
18331,JGuiraud,2,int.__floordiv__
18332,JGuiraud,2,autogpts.autogpt.autogpt.agents.utils.exceptions.AgentException.__init__
18333,isayahc,2,datetime.datetime.utcnow
18334,isayahc,2,set.update
18335,isayahc,2,typing.MutableSequence.clear
18336,isayahc,2,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.name_to_nodeids
18337,isayahc,2,set.__sub__
18338,isayahc,2,typing.MutableMapping.setdefault
18339,isayahc,2,float.__lt__
18340,isayahc,2,numpy._ArrayOrScalarCommon.tolist
18341,isayahc,2,float.__neg__
18342,isayahc,2,zip.__next__
18343,isayahc,2,matplotlib.text.Text.get_position
18344,isayahc,2,matplotlib.text.Text.set_position
18345,isayahc,2,zip.__new__
18346,isayahc,2,os.DirEntry.is_dir
18347,isayahc,2,os.DirEntry.path
18348,isayahc,2,collections.deque.__init__
18349,isayahc,2,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.all_ships_placed
18350,isayahc,2,argparse.ArgumentParser.__init__
18351,isayahc,2,argparse.ArgumentParser.parse_args
18352,isayahc,2,unittest.case.TestCase.assertRaises
18353,isayahc,2,unittest.case._AssertRaisesContext.__enter__
18354,isayahc,2,float.__abs__
18355,isayahc,2,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_from_settings
18356,isayahc,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.sanitize_for_serialization
18357,isayahc,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize
18358,isayahc,2,autogpts.forge.forge.sdk.workspace.LocalWorkspace.write
18359,isayahc,2,logging.handlers.QueueHandler.__init__
18360,isayahc,2,logging.Logger.__init__
18361,isayahc,2,logging.Formatter.format
18362,isayahc,2,autogpts.forge.forge.sdk.db.AgentDB.get_step
18363,isayahc,2,sqlalchemy.orm.query.Query.options
18364,isayahc,2,logging.Logger.warning
18365,isayahc,2,str.splitlines
18366,isayahc,2,bs4.element.Tag.find_all
18367,isayahc,2,itertools.islice.__init__
18368,isayahc,2,sqlalchemy.orm.query.Query.order_by
18369,isayahc,2,urllib.parse._NetlocResultMixinBase.hostname
18370,isayahc,2,PIL.Image.Image.__enter__
18371,isayahc,2,zipfile.ZipFile.__init__
18372,isayahc,2,zipfile.ZipFile.namelist
18373,isayahc,2,pathlib.Path.glob
18374,isayahc,2,zipfile.ZipFile.__enter__
18375,isayahc,2,logging.FileHandler.__init__
18376,isayahc,2,pathlib.PurePath.joinpath
18377,isayahc,2,list.__setitem__
18378,isayahc,2,autogpts.autogpt.autogpt.models.context_item.FolderContextItem.path
18379,isayahc,2,pathlib.PurePath.name
18380,isayahc,2,int.__neg__
18381,isayahc,2,autogpts.autogpt.autogpt.models.action_history.Action.format_call
18382,isayahc,2,logging.Logger.log
18383,isayahc,2,logging.Filter.__init__
18384,isayahc,2,logging.Filterer.addFilter
18385,isayahc,2,float.__pow__
18386,isayahc,2,pathlib.Path.touch
18387,isayahc,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_dict
18388,isayahc,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.typescript_type
18389,isayahc,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.from_dict
18390,isayahc,2,str.upper
18391,isayahc,2,pathlib.Path.read_text
18392,isayahc,2,PIL.Image.Image.save
18393,isayahc,2,requests.models.Response.text
18394,isayahc,2,typing.IO.flush
18395,isayahc,2,typing.IO.write
18396,isayahc,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered
18397,isayahc,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__
18398,isayahc,2,int.__floordiv__
18399,isayahc,2,autogpts.autogpt.autogpt.agents.utils.exceptions.AgentException.__init__
18400,lollms,2,datetime.datetime.strptime
18401,lollms,2,zoos.bindings_zoo.hugging_face.HuggingFace.get_filenames
18402,lollms,2,float.__gt__
18403,lollms,2,zoos.bindings_zoo.exllama2.EXLLAMA2.get_filenames
18404,lollms,2,zoos.bindings_zoo.bs_petals.Petals.get_filenames
18405,lollms,2,lollms.helpers.ASCIIColors.print
18406,lollms,2,zoos.bindings_zoo.bs_mplug_owl.mPLUG_Owl.get_filenames
18407,lollms,2,tuple.__getitem__
18408,lollms,2,tkinter.Text.insert
18409,lollms,2,tkinter.Tk.__init__
18410,lollms,2,tkinter.Scrollbar.__init__
18411,lollms,2,tkinter.Misc.mainloop
18412,lollms,2,tkinter.Label.__init__
18413,lollms,2,tkinter.Frame.__init__
18414,lollms,2,tkinter.Text.__init__
18415,lollms,2,lollms.utilities.TextVectorizer.embed_query
18416,lollms,2,matplotlib.backend_bases.FigureCanvasBase.mpl_connect
18417,lollms,2,dict.values
18418,lollms,2,lollms.utilities.TextVectorizer.save_to_json
18419,lollms,2,zip.__new__
18420,lollms,2,json.encoder.JSONEncoder.default
18421,lollms,2,str.__new__
18422,lollms,2,io.BytesIO.getvalue
18423,lollms,2,io.BytesIO.__enter__
18424,lollms,2,PIL.PngImagePlugin.PngInfo.add_text
18425,lollms,2,PIL.PngImagePlugin.PngInfo.__init__
18426,lollms,2,re.Match.group
18427,lollms,2,lollms.app.LollmsApplication.select_personality
18428,lollms,2,tqdm.std.tqdm.__enter__
18429,lollms,2,lollms.main_config.LOLLMSConfig.reference_model
18430,lollms,2,lollms.main_config.LOLLMSConfig.download_model
18431,lollms,2,list.index
18432,lollms,2,functools.partial.__new__
18433,lollms,2,lollms.utilities.GenericDataLoader.get_supported_file_types
18434,lollms,2,datetime.datetime.now
18435,lollms,2,datetime.date.strftime
18436,lollms,2,dict.copy
18437,lollms,2,lollms.langchain_integration.LLMModel._get_parameters
18438,lollms,2,lollms.langchain_integration.LLMModel._default_params
18439,lollms,2,dict.pop
18440,lollms,2,hashlib._Hash.hexdigest
18441,lollms,2,bool.__new__
18442,lollms,2,str.format
18443,lollms,2,types.MappingProxyType.items
18444,lollms,2,inspect.Parameter.default
18445,lollms,2,inspect.Signature.parameters
18446,lollms,2,requests.models.Response.content
18447,lollms,2,object.__ne__
18448,lollms,2,lollms.apps.settings.Settings.ask_override_file
18449,lollms,2,lollms.personality.AIPersonality.processor
18450,lollms,2,lollms.binding.LLMBinding.tokenize
18451,lollms,2,lollms.personality.AIPersonality.ai_message_prefix
18452,lollms,2,lollms.personality.APScript.run_workflow
18453,lollms,2,lollms.personality.AIPersonality.model_n_predicts
18454,lollms,2,lollms.personality.AIPersonality.link_text
18455,lollms,2,lollms.binding.LLMBinding.detokenize
18456,lollms,2,lollms.personality.AIPersonality.personality_conditioning
18457,lollms,2,pathlib.PurePath.anchor
18458,lollms,2,str.strip
18459,lollms,2,pathlib.Path.cwd
18460,lollms,2,logging.Logger.setLevel
18461,lollms,2,flask_cors.extension.CORS.__init__
18462,lollms,2,logging.StreamHandler.__init__
18463,lollms,2,io.StringIO.__init__
18464,lollms,2,io.StringIO.getvalue
18465,lollms,2,lollms.apps.console.Conversation.ask_override_file
18466,lollms,2,str.endswith
18467,lollms,2,lollms.terminal.MainMenu.show_commands_list
18468,lollms,2,lollms.paths.LollmsPaths.resetPaths
18469,lollms,2,lollms.binding.ModelBuilder.get_model
18470,lollms,2,lollms.binding.ModelBuilder.__init__
18471,lollms,2,lollms.main_config.LOLLMSConfig.get_model_path_infos
18472,lollms,2,lollms.terminal.MainMenu.__init__
18473,lollms,2,examples.lllm_qt_client.lllm_qt_client.ServerConnector.connect_to_server
18474,lollms,2,str.__mod__
18475,lollms,2,collections.deque.__init__
18476,lollms,2,build.lib.lollms.utilities.TextVectorizer.save_to_json
18477,lollms,2,build.lib.lollms.terminal.MainMenu.select_binding
18478,lollms,2,build.lib.lollms.personality.AIPersonality.name
18479,lollms,2,build.lib.lollms.paths.LollmsPaths.__init__
18480,lollms,2,build.lib.lollms.langchain_integration.LLMModel._get_parameters
18481,lollms,2,build.lib.lollms.langchain_integration.LLMModel._default_params
18482,lollms,2,build.lib.lollms.config.BaseConfig.__contains__
18483,lollms,2,build.lib.lollms.apps.settings.Settings.ask_override_file
18484,lollms,2,build.lib.lollms.apps.console.Conversation.ask_override_file
18485,dtakahas,2,datetime.datetime.utcnow
18486,dtakahas,2,set.update
18487,dtakahas,2,typing.MutableSequence.clear
18488,dtakahas,2,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.name_to_nodeids
18489,dtakahas,2,set.__sub__
18490,dtakahas,2,typing.MutableMapping.setdefault
18491,dtakahas,2,float.__lt__
18492,dtakahas,2,numpy._ArrayOrScalarCommon.tolist
18493,dtakahas,2,float.__neg__
18494,dtakahas,2,zip.__next__
18495,dtakahas,2,matplotlib.text.Text.get_position
18496,dtakahas,2,matplotlib.text.Text.set_position
18497,dtakahas,2,zip.__new__
18498,dtakahas,2,os.DirEntry.is_dir
18499,dtakahas,2,os.DirEntry.path
18500,dtakahas,2,collections.deque.__init__
18501,dtakahas,2,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.all_ships_placed
18502,dtakahas,2,argparse.ArgumentParser.__init__
18503,dtakahas,2,argparse.ArgumentParser.parse_args
18504,dtakahas,2,unittest.case.TestCase.assertRaises
18505,dtakahas,2,unittest.case._AssertRaisesContext.__enter__
18506,dtakahas,2,float.__abs__
18507,dtakahas,2,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_from_settings
18508,dtakahas,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.sanitize_for_serialization
18509,dtakahas,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize
18510,dtakahas,2,autogpts.forge.forge.sdk.workspace.LocalWorkspace.write
18511,dtakahas,2,logging.handlers.QueueHandler.__init__
18512,dtakahas,2,logging.Logger.__init__
18513,dtakahas,2,logging.Formatter.format
18514,dtakahas,2,autogpts.forge.forge.sdk.db.AgentDB.get_step
18515,dtakahas,2,sqlalchemy.orm.query.Query.options
18516,dtakahas,2,logging.Logger.warning
18517,dtakahas,2,str.splitlines
18518,dtakahas,2,bs4.element.Tag.find_all
18519,dtakahas,2,itertools.islice.__init__
18520,dtakahas,2,sqlalchemy.orm.query.Query.order_by
18521,dtakahas,2,urllib.parse._NetlocResultMixinBase.hostname
18522,dtakahas,2,PIL.Image.Image.__enter__
18523,dtakahas,2,zipfile.ZipFile.__init__
18524,dtakahas,2,zipfile.ZipFile.namelist
18525,dtakahas,2,pathlib.Path.glob
18526,dtakahas,2,zipfile.ZipFile.__enter__
18527,dtakahas,2,logging.FileHandler.__init__
18528,dtakahas,2,pathlib.PurePath.joinpath
18529,dtakahas,2,list.__setitem__
18530,dtakahas,2,autogpts.autogpt.autogpt.models.context_item.FolderContextItem.path
18531,dtakahas,2,pathlib.PurePath.name
18532,dtakahas,2,int.__neg__
18533,dtakahas,2,autogpts.autogpt.autogpt.models.action_history.Action.format_call
18534,dtakahas,2,logging.Logger.log
18535,dtakahas,2,logging.Filter.__init__
18536,dtakahas,2,logging.Filterer.addFilter
18537,dtakahas,2,float.__pow__
