,name,count
6823,autogpts.PolyGPT-alpha.forge.sdk.forge_log.ForgeLogger.__init__|logging.Formatter.__init__,2
28722,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|logging.Logger.debug,1
28723,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|sqlalchemy.orm.session.Session.refresh,1
28724,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|object.__repr__,1
28725,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|sqlalchemy.orm.session.Session.commit,1
28726,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|sqlalchemy.orm.session.Session.add,1
28727,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|logging.Logger.error,1
28728,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.query.Query.first,1
28729,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.session.Session.__enter__,1
28730,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.session.sessionmaker.__call__,1
28731,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|logging.Logger.debug,1
28732,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.session.Session.refresh,1
28733,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.query.Query.filter_by,1
28734,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|object.__repr__,1
28735,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.session.Session.close,1
28736,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|object.__init__,1
28737,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.session.Session.query,1
28738,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.session.Session.commit,1
28739,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact|sqlalchemy.orm.session.Session.add,1
28740,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.__init__|object.__init__,1
28741,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.__init__|logging.Logger.debug,1
28742,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.__init__|sqlalchemy.orm.session.sessionmaker.__init__,1
28743,autogpts.PolyGPT-alpha.forge.sdk.agent_test.test_list_tasks|object.__init__,1
28744,autogpts.PolyGPT-alpha.forge.sdk.agent_test.test_get_task|object.__init__,1
28745,autogpts.PolyGPT-alpha.forge.sdk.agent_test.test_get_artifact|object.__init__,1
28746,autogpts.PolyGPT-alpha.forge.sdk.agent_test.test_create_task|str.__eq__,1
28747,autogpts.PolyGPT-alpha.forge.sdk.agent_test.test_create_task|object.__init__,1
28748,autogpts.PolyGPT-alpha.forge.sdk.agent_test.test_create_artifact|object.__init__,1
28749,autogpts.PolyGPT-alpha.forge.sdk.agent_test.agent|autogpts.PolyGPT-alpha.forge.sdk.workspace.LocalWorkspace.__init__,1
28750,autogpts.PolyGPT-alpha.forge.sdk.agent_test.agent|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.__init__,1
28751,autogpts.PolyGPT-alpha.forge.sdk.agent_test.agent|autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.__init__,1
28752,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.list_tasks|object.__init__,1
28753,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.list_tasks|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks,1
28754,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.list_steps|object.__init__,1
28755,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.list_steps|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps,1
28756,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.list_artifacts|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts,1
28757,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.list_artifacts|object.__init__,1
28758,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.get_task|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task,1
28759,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.get_step|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step,1
28760,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.get_artifact|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact,1
28761,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.get_artifact|io.BytesIO.__init__,1
28762,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.get_artifact|str.__contains__,1
28763,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.get_agent_app|logging.Logger.warning,1
28764,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.get_agent_app|pathlib.Path.resolve,1
28765,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.get_agent_app|pathlib.Path.__new__,1
28766,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.create_task|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task,1
28767,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.create_artifact|str.endswith,1
28768,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.create_artifact|int.__mul__,1
28769,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.create_artifact|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_artifact,1
28770,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.create_artifact|object.__repr__,1
28771,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.create_artifact|bytes.__add__,1
28772,autogpts.PolyGPT-alpha.forge.sdk.agent.Agent.__init__|autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.__init__,1
28773,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.validate_url.wrapper|int.__gt__,1
28774,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.validate_url.wrapper|BaseException.__init__,1
28775,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.scrape_text_with_selenium|bs4.BeautifulSoup.__init__,1
28776,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.scrape_text_with_selenium|typing.Generator.__next__,1
28777,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.scrape_text_with_selenium|str.strip,1
28778,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.scrape_text_with_selenium|str.split,1
28779,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.scrape_text_with_selenium|str.join,1
28780,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.scrape_text_with_selenium|bs4.element.PageElement.get_text,1
28781,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.scrape_text_with_selenium|str.splitlines,1
28782,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.scrape_links_with_selenium|bs4.BeautifulSoup.__init__,1
28783,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.read_webpage|int.__gt__,1
28784,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.read_webpage|slice.__init__,1
28785,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.read_webpage|str.__add__,1
28786,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.read_webpage|object.__init__,1
28787,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.read_webpage|list.__getitem__,1
28788,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.open_page_in_browser|object.__repr__,1
28789,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.open_page_in_browser|pathlib.Path.exists,1
28790,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.open_page_in_browser|logging.Logger.setLevel,1
28791,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.open_page_in_browser|dict.__getitem__,1
28792,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.open_page_in_browser|pathlib.Path.__new__,1
28793,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.extract_hyperlinks|bs4.element.Tag.find_all,1
28794,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_selenium.check_local_file_access|str.startswith,1
28795,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_search.web_search|int.__ge__,1
28796,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_search.web_search|int.__add__,1
28797,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_search.web_search|list.__init__,1
28798,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_search.web_search|itertools.islice.__init__,1
28799,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_search.safe_google_results|bytes.decode,1
28800,autogpts.PolyGPT-alpha.forge.sdk.abilities.web.web_search.safe_google_results|str.encode,1
28801,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.ability.decorator|object.__ne__,1
28802,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.ability.decorator|set.__init__,1
28803,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.ability.decorator|BaseException.__init__,1
28804,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.ability.decorator|types.MappingProxyType.keys,1
28805,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.ability.decorator|inspect.Signature.parameters,1
28806,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.ability.decorator|object.__init__,1
28807,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.ability.decorator|set.add,1
28808,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|str.split,1
28809,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|int.__gt__,1
28810,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|str.__getitem__,1
28811,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|str.lower,1
28812,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|str.replace,1
28813,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|BaseException.__str__,1
28814,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|list.append,1
28815,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|slice.__init__,1
28816,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|list.__getitem__,1
28817,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities|list.__contains__,1
28818,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.abilities_description|dict.__getitem__,1
28819,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.abilities_description|dict.items,1
28820,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.abilities_description|dict.__setitem__,1
28821,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.abilities_description|typing.Mapping.__contains__,1
28822,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.abilities_description|str.__ne__,1
28823,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.abilities_description|str.__add__,1
28824,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.__init__|autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.AbilityRegister.register_abilities,1
28825,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.Ability.__str__|str.__getitem__,1
28826,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.Ability.__str__|slice.__init__,1
28827,autogpts.PolyGPT-alpha.forge.sdk.abilities.registry.Ability.__str__|str.__add__,1
28828,autogpts.PolyGPT-alpha.forge.sdk.abilities.finish.finish|logging.Logger.info,1
28829,autogpts.PolyGPT-alpha.forge.sdk.abilities.file_system.files.write_file|str.split,1
28830,autogpts.PolyGPT-alpha.forge.sdk.abilities.file_system.files.write_file|list.__getitem__,1
28831,autogpts.PolyGPT-alpha.forge.sdk.abilities.file_system.files.list_files|object.__repr__,1
28832,autogpts.PolyGPT-alpha.forge.function_call.AutoGenAssistant.run|str.strip,1
28833,autogpts.PolyGPT-alpha.forge.function_call.AutoGenAssistant.run|str.lower,1
28834,autogpts.PolyGPT-alpha.forge.function_call.AutoGenAssistant.run|str.__eq__,1
28835,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|logging.Logger.error,1
28836,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|sqlalchemy.orm.session.Session.__enter__,1
28837,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|sqlalchemy.orm.query.Query.order_by,1
28838,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|sqlalchemy.orm.session.sessionmaker.__call__,1
28839,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|logging.Logger.debug,1
28840,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|BaseException.__init__,1
28841,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|sqlalchemy.orm.query.Query.filter,1
28842,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|sqlalchemy.sql.operators.ColumnOperators.__eq__,1
28843,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|sqlalchemy.orm.query.Query.all,1
28844,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_chat_history|sqlalchemy.orm.session.Session.query,1
28845,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|logging.Logger.error,1
28846,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|sqlalchemy.orm.session.Session.__enter__,1
28847,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|sqlalchemy.orm.query.Query.order_by,1
28848,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|sqlalchemy.orm.session.sessionmaker.__call__,1
28849,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|logging.Logger.debug,1
28850,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|BaseException.__init__,1
28851,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|sqlalchemy.orm.query.Query.all,1
28852,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|sqlalchemy.sql.operators.ColumnOperators.__eq__,1
28853,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|sqlalchemy.orm.session.Session.query,1
28854,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.get_action_history|sqlalchemy.orm.query.Query.filter,1
28855,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|logging.Logger.error,1
28856,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|sqlalchemy.orm.session.Session.__enter__,1
28857,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|sqlalchemy.orm.session.sessionmaker.__call__,1
28858,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|logging.Logger.debug,1
28859,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|object.__init__,1
28860,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|sqlalchemy.orm.session.Session.refresh,1
28861,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|object.__repr__,1
28862,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|sqlalchemy.orm.session.Session.commit,1
28863,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.create_action|sqlalchemy.orm.session.Session.add,1
28864,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|logging.Logger.error,1
28865,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|sqlalchemy.orm.session.Session.__enter__,1
28866,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|sqlalchemy.orm.session.sessionmaker.__call__,1
28867,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|logging.Logger.debug,1
28868,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|sqlalchemy.orm.session.Session.refresh,1
28869,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|object.__repr__,1
28870,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|object.__init__,1
28871,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|sqlalchemy.orm.session.Session.commit,1
28872,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message|sqlalchemy.orm.session.Session.add,1
28873,autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_history|autogpts.PolyGPT-alpha.forge.db.ForgeDatabase.add_chat_message,1
28874,autogpts.PolyGPT-alpha.forge.agent.ForgeAgent.execute_step|slice.__init__,1
28875,autogpts.PolyGPT-alpha.forge.agent.ForgeAgent.create_task|int.__gt__,1
28876,autogpts.PolyGPT-alpha.forge.agent.ForgeAgent.create_task|slice.__init__,1
28877,autogpts.PolyGPT-alpha.forge.agent.ForgeAgent.__init__|object.__init__,1
